last_cycle_timestamp,account_equity,today_pnl,symbol,position_open,shares,entry_price,current_price,action,reason
2026-09-23T11:47:15.796823-04:00,1998.38,0.0,AAPL,False,,,336.395,hold,no buy signal
2026-09-23T11:47:15.796823-04:00,1998.38,0.0,SERV,False,,,4.445,hold,no buy signal
